TypeofContact,CityTier,Occupation,NumberOfPersonVisiting,PreferredPropertyStar,Passport,PitchSatisfactionScore,ProdTaken,age,duration,gender,follow,product_pitched,trip_per_year,designation,income,info_1,info_2,info_3
Company Invited,1,Small Business,3,3,0,4,0,53,540.0,female,4,Basic,7,Executive,347955.0,Married,No Car,2
Self Enquiry,1,Small Business,3,3,0,4,0,40,1260.0,male,4,Basic,5,Executive,259935.0,Divorced,Has Car,1
Self Enquiry,1,Large Business,3,3,0,3,0,29,720.0,male,4,Basic,5,Executive,270000.0,Married,No Car,1
Self Enquiry,1,Small Business,3,3,0,5,0,44,540.0,male,4,Deluxe,7,Manager,363315.0,Married,Has Car,1
Self Enquiry,1,Large Business,3,4,0,3,0,26,660.0,male,4,Basic,3,Executive,314010.0,Single,Has Car,1
Company Invited,1,Large Business,3,4,0,4,0,30,1140.0,male,5,Basic,7,Executive,300000.0,Married,No Car,1
Self Enquiry,1,Small Business,3,3,0,3,0,39,540.0,male,4,Basic,2,Executive,400000.0,Married,Has Car,1
Self Enquiry,1,Small Business,3,3,0,3,0,27,720.0,female,4,Basic,7,Executive,310680.0,Divorced,Has Car,1
Self Enquiry,1,Small Business,3,3,0,3,0,40,2100.0,male,4,Deluxe,5,Manager,323685.0,Married,No Car,1
Self Enquiry,1,Small Business,3,4,0,3,0,52,480.0,female,4,Basic,3,Executive,317550.0,Married,No Car,2
Self Enquiry,1,Small Business,3,3,0,3,0,31,840.0,female,4,Basic,12,Executive,259650.0,Married,Has Car,1
Company Invited,1,Salaried,4,3,1,3,1,39,1320.0,male,4,Basic,2,Executive,300000.0,Married,No Car,1
Self Enquiry,1,Salaried,3,3,0,4,0,34,720.0,female,5,Deluxe,3,Executive,320265.0,Married,No Car,2
Company Invited,1,Salaried,3,3,0,3,0,36,840.0,female,4,Standard,5,Senior Manager,433545.0,Married,No Car,1
Self Enquiry,1,Salaried,3,3,0,3,0,40,960.0,male,4,Deluxe,5,Manager,434235.0,Married,No Car,1
Self Enquiry,1,Salaried,3,3,0,4,0,30,600.0,female,4,Basic,12,Executive,298485.0,Married,Has Car,2
Self Enquiry,1,Small Business,3,3,1,3,0,45,900.0,female,4,Basic,5,Executive,314010.0,Divorced,No Car,2
Self Enquiry,1,Salaried,4,3,0,5,0,38,900.0,male,4,Deluxe,3,Manager,326400.0,Married,No Car,1
Self Enquiry,1,Small Business,2,3,0,3,0,39,900.0,male,4,Basic,4,Executive,479325.0,Married,Has Car,0
Self Enquiry,1,Small Business,2,4,0,2,0,39,540.0,male,3,Basic,2,Executive,259545.0,Married,Has Car,0
Company Invited,2,Small Business,2,3,0,3,0,38,960.0,female,4,Basic,2,Executive,259050.0,Divorced,No Car,0
Self Enquiry,1,Small Business,4,3,0,4,0,35,1560.0,male,6,Basic,3,Executive,358755.0,Single,No Car,1
Self Enquiry,1,Salaried,2,3,0,3,0,43,420.0,male,3,King,5,VP,540510.0,Single,No Car,1
Company Invited,2,Small Business,2,3,1,3,1,49,1020.0,female,4,Basic,3,Executive,300000.0,Married,No Car,1
Self Enquiry,1,Small Business,4,5,0,3,0,30,480.0,female,5,Deluxe,3,AVP,500000.0,Married,Has Car,0
Self Enquiry,1,Small Business,3,5,0,2,0,33,420.0,female,5,Basic,2,Executive,449250.0,Divorced,No Car,0
Self Enquiry,1,Salaried,2,3,0,5,0,51,600.0,male,3,King,2,VP,424020.0,Married,Has Car,0
Self Enquiry,3,Small Business,3,3,0,2,0,29,900.0,female,4,Deluxe,2,Manager,370000.0,Divorced,No Car,2
Self Enquiry,2,Small Business,2,3,0,4,0,36,900.0,male,3,Deluxe,3,Manager,302340.0,Married,No Car,0
Company Invited,3,Small Business,2,3,0,3,1,22,1020.0,male,3,Basic,2,Executive,260000.0,Single,Has Car,0
Self Enquiry,2,Small Business,2,3,0,3,1,25,960.0,male,3,Basic,3,Executive,296520.0,Single,Has Car,1
Self Enquiry,2,Large Business,2,3,0,3,0,36,900.0,female,3,Basic,4,Executive,263685.0,Married,No Car,0
Self Enquiry,2,Small Business,2,3,0,4,0,20,1380.0,male,3,Deluxe,12,Manager,344595.0,Married,No Car,0
Self Enquiry,2,Small Business,2,3,0,4,1,20,900.0,male,3,Basic,2,Executive,300000.0,Divorced,Has Car,0
Self Enquiry,2,Large Business,2,4,0,4,0,30,540.0,female,3,Deluxe,2,Manager,300195.0,Divorced,Has Car,0
Self Enquiry,2,Small Business,2,3,0,4,0,32,960.0,female,4,Standard,12,Senior Manager,356145.0,Married,Has Car,0
Company Invited,2,Small Business,2,3,0,3,0,35,1020.0,female,3,Basic,3,Executive,300000.0,Single,No Car,1
Company Invited,2,Small Business,2,3,0,3,0,50,840.0,female,3,Deluxe,7,Senior Manager,375825.0,Single,Has Car,0
Self Enquiry,2,Small Business,2,3,0,4,0,32,960.0,male,3,Standard,4,Senior Manager,400000.0,Single,Has Car,0
Company Invited,2,Small Business,2,3,0,4,0,38,900.0,male,3,Basic,2,Executive,254475.0,Married,No Car,0
Self Enquiry,2,Large Business,2,3,0,3,1,22,540.0,male,3,Basic,7,Executive,267015.0,Single,No Car,0
Self Enquiry,2,Small Business,2,3,0,3,0,34,780.0,female,3,Standard,1,Senior Manager,356880.0,Married,No Car,0
Company Invited,2,Large Business,2,3,0,4,0,55,480.0,male,3,Standard,2,Senior Manager,346875.0,Married,No Car,1
Self Enquiry,2,Small Business,2,3,0,4,0,53,780.0,male,3,Standard,16,Senior Manager,381225.0,Single,No Car,1
Self Enquiry,2,Small Business,2,4,0,3,0,20,2040.0,female,3,Basic,2,Executive,300000.0,Divorced,Has Car,0
Self Enquiry,1,Large Business,3,4,0,2,0,30,960.0,female,5,Deluxe,1,Manager,355260.0,Single,No Car,2
Self Enquiry,2,Salaried,2,3,0,3,0,34,900.0,male,3,Standard,2,Senior Manager,400000.0,Single,No Car,1
Company Invited,2,Salaried,2,3,0,3,0,34,900.0,male,4,Standard,2,Senior Manager,307605.0,Divorced,No Car,0
Self Enquiry,2,Salaried,2,3,0,3,0,43,960.0,male,4,King,4,VP,276345.0,Married,No Car,1
Company Invited,3,Salaried,2,3,0,3,0,33,1260.0,female,3,Deluxe,12,Manager,356265.0,Divorced,Has Car,1
Company Invited,2,Salaried,2,3,0,3,0,26,900.0,female,3,Deluxe,3,Manager,306870.0,Married,Has Car,0
Company Invited,3,Salaried,2,3,0,4,0,40,1500.0,male,3,Deluxe,1,AVP,283020.0,Divorced,Has Car,0
Company Invited,2,Salaried,2,3,0,4,1,53,720.0,female,3,Basic,2,Executive,278340.0,Divorced,Has Car,1
Self Enquiry,2,Salaried,2,3,0,3,0,39,540.0,male,3,Deluxe,1,Manager,328620.0,Divorced,Has Car,0
Company Invited,2,Salaried,2,3,0,4,0,37,1440.0,female,3,Deluxe,2,Manager,306345.0,Married,Has Car,1
Company Invited,2,Salaried,2,3,0,4,0,30,780.0,male,3,Deluxe,2,Manager,249135.0,Divorced,No Car,0
Self Enquiry,2,Salaried,2,3,0,3,0,41,720.0,male,3,Standard,4,Senior Manager,400000.0,Single,Has Car,1
Self Enquiry,2,Salaried,2,3,0,3,0,31,840.0,female,3,Standard,4,Senior Manager,354645.0,Married,Has Car,0
Self Enquiry,2,Salaried,2,3,0,4,0,47,1080.0,male,3,Deluxe,5,Manager,262890.0,Married,Has Car,0
Self Enquiry,3,Salaried,2,3,0,4,0,49,1320.0,male,3,Deluxe,1,Manager,344820.0,Single,No Car,1
Self Enquiry,2,Salaried,2,3,0,3,0,30,780.0,female,3,Deluxe,5,Manager,283350.0,Divorced,Has Car,0
Self Enquiry,2,Salaried,2,3,0,3,0,30,480.0,female,3,Deluxe,2,Manager,305550.0,Married,No Car,0
Company Invited,3,Salaried,2,3,0,4,0,32,1380.0,female,3,Deluxe,7,Manager,300000.0,Divorced,No Car,1
Company Invited,2,Salaried,2,3,0,3,0,41,1320.0,female,3,Deluxe,5,Manager,305850.0,Divorced,Has Car,0
Self Enquiry,2,Salaried,3,3,0,2,0,50,900.0,male,2,Deluxe,28,Manager,361560.0,Divorced,No Car,2
Self Enquiry,2,Salaried,2,3,1,4,0,31,780.0,male,3,Deluxe,3,Manager,337920.0,Single,No Car,1
Self Enquiry,2,Salaried,2,3,1,3,0,26,540.0,female,3,Deluxe,3,Manager,300000.0,Single,No Car,1
Company Invited,2,Salaried,2,4,1,4,1,49,840.0,male,3,Basic,1,Executive,276465.0,Married,No Car,1
Self Enquiry,1,Salaried,3,3,0,2,0,25,2040.0,female,2,Basic,3,Manager,313455.0,Married,No Car,2
Self Enquiry,1,Small Business,3,3,0,2,0,37,720.0,female,2,Basic,3,Executive,324705.0,Married,No Car,2
Self Enquiry,1,Small Business,2,4,0,5,0,54,600.0,male,3,King,3,VP,524385.0,Married,Has Car,0
Self Enquiry,1,Small Business,2,4,0,4,0,35,960.0,male,3,Basic,2,Executive,271695.0,Married,Has Car,1
Self Enquiry,1,Small Business,2,3,0,4,0,35,1620.0,female,3,Basic,1,Executive,261900.0,Single,Has Car,0
Company Invited,1,Small Business,2,3,0,4,0,37,660.0,female,4,Basic,3,Executive,333780.0,Married,Has Car,0
Self Enquiry,1,Small Business,2,3,0,3,0,36,540.0,male,4,Basic,24,Executive,258390.0,Married,Has Car,1
Self Enquiry,1,Small Business,2,4,0,4,0,36,900.0,female,3,Basic,5,Executive,342435.0,Married,Has Car,0
Company Invited,1,Small Business,2,3,0,3,0,40,1020.0,female,3,Deluxe,2,AVP,400000.0,Divorced,Has Car,0
Company Invited,1,Small Business,2,3,0,3,0,41,900.0,female,4,Basic,5,Executive,271785.0,Married,Has Car,1
Company Invited,1,Small Business,2,3,0,3,0,29,900.0,female,3,Basic,2,Executive,257700.0,Divorced,Has Car,0
Self Enquiry,2,Small Business,3,3,0,4,0,39,480.0,male,5,Deluxe,7,Manager,355710.0,Divorced,No Car,1
Company Invited,2,Small Business,3,3,0,3,0,40,720.0,female,5,Standard,4,Senior Manager,390855.0,Married,Has Car,1
Self Enquiry,2,Small Business,3,3,0,4,0,46,540.0,female,5,Deluxe,2,Manager,347220.0,Divorced,No Car,1
Self Enquiry,2,Small Business,3,4,0,3,0,56,540.0,male,5,Deluxe,7,AVP,468300.0,Divorced,Has Car,2
Self Enquiry,1,Salaried,2,3,0,4,0,46,540.0,male,4,Basic,5,Executive,318645.0,Married,Has Car,1
Company Invited,1,Salaried,2,3,0,3,0,40,1080.0,male,3,Deluxe,1,Manager,263910.0,Single,Has Car,0
Self Enquiry,1,Salaried,2,3,0,4,0,42,840.0,female,3,Standard,4,Senior Manager,433455.0,Single,No Car,0
Self Enquiry,1,Salaried,2,4,0,4,0,38,720.0,male,3,Deluxe,2,Manager,274905.0,Divorced,Has Car,0
Self Enquiry,1,Salaried,2,3,0,4,0,43,540.0,female,3,Deluxe,20,Manager,311535.0,Single,Has Car,1
Self Enquiry,1,Salaried,2,3,0,4,0,20,780.0,male,3,Basic,2,Executive,238890.0,Single,Has Car,0
Company Invited,1,Salaried,2,4,0,2,0,34,300.0,male,4,Standard,2,Senior Manager,447315.0,Single,No Car,1
Company Invited,1,Small Business,2,3,1,5,0,45,420.0,male,3,Basic,4,Executive,342300.0,Single,No Car,1
Company Invited,2,Salaried,3,3,0,3,0,37,600.0,female,5,Deluxe,3,Manager,310000.0,Single,Has Car,1
Company Invited,2,Salaried,3,3,0,4,1,40,540.0,male,5,Basic,20,Executive,300000.0,Single,No Car,1
Self Enquiry,2,Salaried,3,3,0,4,0,55,900.0,male,5,Deluxe,3,Manager,370290.0,Married,No Car,1
Self Enquiry,2,Salaried,3,3,0,4,0,27,660.0,male,5,Deluxe,3,Manager,343395.0,Single,No Car,1
Self Enquiry,2,Small Business,4,3,0,4,0,30,780.0,female,4,Deluxe,2,Manager,324735.0,Married,No Car,1
Self Enquiry,2,Small Business,4,4,0,3,0,41,1620.0,male,4,Standard,8,Senior Manager,354840.0,Married,Has Car,1
Self Enquiry,2,Small Business,4,4,0,3,0,42,480.0,male,4,King,7,VP,499695.0,Married,No Car,1
Self Enquiry,1,Salaried,2,3,1,3,0,29,840.0,male,3,Standard,8,Senior Manager,371415.0,Married,No Car,1
Self Enquiry,1,Salaried,2,3,1,4,0,56,540.0,female,3,Standard,5,Senior Manager,276465.0,Single,No Car,1
Self Enquiry,1,Salaried,2,3,1,4,0,40,600.0,male,3,Basic,2,Senior Manager,320835.0,Divorced,No Car,0
Self Enquiry,1,Salaried,2,5,1,1,0,53,600.0,male,4,Deluxe,16,AVP,523260.0,Married,No Car,1
Self Enquiry,2,Salaried,2,3,1,5,0,50,900.0,male,3,King,6,VP,561000.0,Married,Has Car,1
Self Enquiry,3,Salaried,4,3,0,1,0,55,420.0,female,4,Standard,5,AVP,532395.0,Married,No Car,3
Self Enquiry,1,Small Business,3,4,0,4,1,57,900.0,male,5,King,2,VP,545535.0,Married,No Car,1
Self Enquiry,1,Small Business,3,4,0,3,1,42,600.0,female,5,Deluxe,3,Executive,478140.0,Single,No Car,2
Self Enquiry,1,Small Business,3,3,0,3,0,26,480.0,male,5,Basic,3,Executive,310245.0,Single,Has Car,2
Self Enquiry,1,Small Business,3,3,0,4,0,24,720.0,female,5,Basic,2,Executive,318090.0,Married,No Car,1
Self Enquiry,2,Small Business,4,3,1,4,1,33,1620.0,female,4,Basic,12,Executive,317220.0,Single,Has Car,1
Self Enquiry,1,Small Business,4,4,0,3,0,38,720.0,female,4,Basic,3,Executive,326700.0,Single,No Car,2
Self Enquiry,1,Salaried,3,3,0,4,0,50,1920.0,male,5,Deluxe,3,AVP,400000.0,Single,No Car,1
Self Enquiry,1,Salaried,3,3,0,3,0,47,360.0,male,5,Basic,2,Executive,311040.0,Married,No Car,1
Self Enquiry,1,Salaried,3,4,0,4,0,39,1860.0,male,5,Deluxe,3,Manager,351225.0,Single,No Car,1
Self Enquiry,1,Salaried,2,3,0,4,0,56,900.0,male,3,King,2,VP,515460.0,Married,Has Car,1
Self Enquiry,1,Small Business,4,3,0,4,0,44,600.0,male,4,Basic,3,Executive,328560.0,Divorced,No Car,1
Self Enquiry,1,Large Business,2,4,0,3,0,40,840.0,female,4,Basic,2,Executive,276015.0,Married,No Car,1
Company Invited,1,Small Business,2,4,0,3,0,32,900.0,female,4,Basic,3,Executive,319995.0,Married,No Car,1
Company Invited,3,Small Business,2,3,0,1,0,54,900.0,female,2,Deluxe,2,Manager,386370.0,Divorced,No Car,1
Self Enquiry,3,Salaried,2,3,0,2,0,33,840.0,male,1,Standard,2,Senior Manager,451140.0,Single,No Car,0
Self Enquiry,3,Salaried,2,3,0,1,0,30,480.0,male,3,Deluxe,5,Manager,265980.0,Married,Has Car,1
Self Enquiry,1,Small Business,3,3,0,4,0,50,960.0,female,6,Basic,20,Executive,318300.0,Married,No Car,1
Self Enquiry,2,Salaried,3,3,0,2,1,21,720.0,male,2,Standard,3,Executive,375840.0,Single,No Car,2
Self Enquiry,2,Small Business,3,3,0,2,0,34,780.0,female,2,Basic,2,Executive,324435.0,Married,No Car,2
Company Invited,1,Small Business,2,3,0,2,0,27,840.0,female,1,Basic,1,Executive,260000.0,Divorced,Has Car,0
Self Enquiry,1,Large Business,2,3,0,2,1,30,900.0,male,2,Basic,28,Executive,313620.0,Single,No Car,0
Self Enquiry,3,Small Business,2,4,0,1,0,46,840.0,male,3,Standard,2,Senior Manager,373890.0,Single,No Car,0
Self Enquiry,3,Small Business,2,4,0,1,1,48,660.0,male,2,Standard,2,Senior Manager,377640.0,Married,Has Car,0
Self Enquiry,1,Large Business,2,4,0,2,1,28,600.0,male,2,Standard,2,Senior Manager,436215.0,Single,Has Car,0
Self Enquiry,1,Salaried,2,4,0,2,0,51,600.0,female,1,Standard,1,Senior Manager,366645.0,Single,No Car,0
Company Invited,1,Small Business,2,4,0,1,0,48,960.0,male,1,Basic,2,Executive,270000.0,Married,Has Car,0
Company Invited,1,Small Business,2,4,0,2,0,20,960.0,female,1,Basic,3,Executive,278520.0,Single,Has Car,0
Self Enquiry,1,Salaried,3,3,1,4,0,48,420.0,male,6,Deluxe,2,Manager,386115.0,Single,No Car,1
Self Enquiry,1,Small Business,3,3,0,1,0,36,420.0,female,2,Basic,3,Executive,316005.0,Married,No Car,1
Company Invited,3,Salaried,1,3,0,1,0,26,960.0,female,3,Standard,2,Senior Manager,386565.0,Single,No Car,0
Self Enquiry,3,Small Business,4,3,0,4,0,42,720.0,female,5,Deluxe,8,Manager,340000.0,Divorced,No Car,3
Self Enquiry,2,Small Business,4,3,0,3,0,29,480.0,male,4,Basic,5,Executive,367320.0,Married,No Car,3
Self Enquiry,2,Salaried,4,3,0,4,0,26,1380.0,female,4,Deluxe,12,Manager,314790.0,Divorced,Has Car,1
Self Enquiry,1,Salaried,4,3,0,4,0,39,780.0,male,4,Basic,3,Executive,300000.0,Divorced,Has Car,1
Self Enquiry,2,Salaried,2,5,1,1,1,40,420.0,male,3,Deluxe,1,AVP,513255.0,Single,No Car,0
Self Enquiry,1,Small Business,4,3,0,4,0,54,1680.0,male,4,Deluxe,5,VP,483915.0,Single,No Car,3
Self Enquiry,1,Salaried,4,3,0,4,0,54,1560.0,female,4,Deluxe,12,AVP,520000.0,Married,Has Car,1
Self Enquiry,3,Salaried,2,4,0,2,0,23,1920.0,female,5,Deluxe,4,Manager,297105.0,Single,No Car,1
Self Enquiry,3,Salaried,2,5,0,2,0,24,780.0,female,5,Deluxe,1,Manager,310665.0,Single,No Car,1
Self Enquiry,2,Small Business,2,4,0,2,0,28,960.0,female,4,Basic,2,Executive,265290.0,Married,No Car,1
Self Enquiry,1,Salaried,2,3,0,2,0,44,900.0,male,1,Deluxe,20,AVP,501495.0,Divorced,Has Car,1
Self Enquiry,3,Small Business,3,3,0,3,0,39,900.0,male,4,Standard,2,Senior Manager,324375.0,Married,Has Car,2
Company Invited,2,Small Business,3,4,0,2,0,30,420.0,male,4,Standard,2,Senior Manager,403365.0,Divorced,Has Car,2
Company Invited,2,Salaried,3,4,0,1,0,54,540.0,male,4,Standard,2,Senior Manager,330000.0,Married,Has Car,2
Company Invited,2,Small Business,3,4,0,1,0,52,600.0,female,4,Standard,2,Senior Manager,420960.0,Married,Has Car,2
Self Enquiry,2,Salaried,3,4,0,1,0,52,1500.0,male,4,Standard,5,Senior Manager,368040.0,Married,Has Car,2
Company Invited,2,Salaried,3,4,0,2,0,35,960.0,male,4,Standard,7,Senior Manager,509235.0,Married,Has Car,1
Self Enquiry,3,Small Business,3,4,0,1,0,61,840.0,female,4,Deluxe,20,AVP,483600.0,Divorced,Has Car,2
Self Enquiry,2,Large Business,3,4,0,1,0,28,540.0,male,4,Standard,8,Senior Manager,493890.0,Married,No Car,2
Self Enquiry,2,Small Business,3,5,0,2,0,45,780.0,female,4,Basic,28,Executive,341985.0,Married,No Car,2
Self Enquiry,3,Salaried,3,5,0,2,0,41,840.0,male,4,Deluxe,2,Manager,331050.0,Divorced,No Car,2
Self Enquiry,2,Salaried,3,5,0,2,0,29,480.0,male,4,Basic,2,Executive,304035.0,Married,No Car,2
Self Enquiry,2,Small Business,3,5,0,2,0,38,480.0,male,4,Basic,12,Executive,372465.0,Single,No Car,2
Company Invited,2,Salaried,3,4,0,2,0,40,900.0,male,4,Deluxe,8,AVP,360540.0,Divorced,Has Car,2
Self Enquiry,2,Small Business,3,4,0,2,0,33,300.0,female,4,Standard,2,Senior Manager,400000.0,Divorced,No Car,2
Company Invited,3,Salaried,3,4,0,2,0,33,360.0,male,4,Deluxe,1,AVP,408675.0,Divorced,Has Car,2
Self Enquiry,2,Small Business,3,4,0,1,0,40,480.0,female,4,Standard,2,Senior Manager,479745.0,Married,Has Car,2
Company Invited,2,Small Business,3,4,0,2,0,42,840.0,male,4,Standard,2,Senior Manager,500000.0,Single,Has Car,2
Self Enquiry,2,Large Business,3,4,0,2,0,24,540.0,male,4,Basic,7,Senior Manager,353535.0,Single,No Car,2
Self Enquiry,2,Small Business,3,4,0,1,0,51,420.0,male,4,Standard,2,Senior Manager,300000.0,Married,Has Car,2
Self Enquiry,2,Small Business,3,4,0,2,0,38,960.0,male,4,Deluxe,3,AVP,474315.0,Single,Has Car,2
Self Enquiry,2,Salaried,2,4,0,4,0,19,840.0,male,5,Basic,2,Executive,337185.0,Single,Has Car,1
Self Enquiry,3,Small Business,4,4,0,4,0,42,540.0,male,5,Deluxe,3,Manager,360000.0,Single,No Car,1
Company Invited,2,Small Business,3,3,0,2,0,21,720.0,male,5,Basic,2,Executive,348405.0,Single,Has Car,2
Self Enquiry,1,Small Business,3,5,0,1,0,34,1740.0,female,4,Standard,2,Senior Manager,338325.0,Divorced,Has Car,1
Company Invited,1,Salaried,3,4,0,2,0,52,600.0,male,4,Standard,2,Senior Manager,300000.0,Single,Has Car,2
Self Enquiry,1,Small Business,3,4,0,1,0,31,660.0,female,4,Basic,12,Executive,319950.0,Divorced,No Car,2
Self Enquiry,1,Small Business,3,4,0,1,0,40,600.0,female,4,Standard,2,Senior Manager,479370.0,Married,Has Car,2
Self Enquiry,1,Small Business,3,4,0,2,0,34,900.0,male,4,Basic,3,Executive,388020.0,Single,No Car,2
Self Enquiry,1,Salaried,3,4,0,2,0,58,840.0,male,4,Standard,2,Senior Manager,360000.0,Single,Has Car,2
Company Invited,1,Large Business,3,4,0,1,0,47,720.0,male,4,Standard,2,Senior Manager,362070.0,Married,Has Car,2
Self Enquiry,1,Small Business,3,3,0,3,0,22,900.0,male,4,Basic,2,Executive,322530.0,Single,Has Car,1
Self Enquiry,1,Salaried,4,3,0,3,0,20,600.0,male,4,Deluxe,7,AVP,420000.0,Single,No Car,3
Company Invited,2,Small Business,3,3,0,2,0,35,960.0,male,3,Deluxe,3,Manager,303525.0,Married,Has Car,0
Company Invited,2,Small Business,3,3,0,2,0,38,780.0,female,2,Deluxe,12,Manager,307935.0,Single,Has Car,0
Self Enquiry,1,Salaried,3,3,0,2,0,40,660.0,male,4,Basic,5,Executive,280000.0,Divorced,Has Car,1
Self Enquiry,1,Small Business,3,3,0,2,0,35,900.0,female,4,Basic,1,Executive,268500.0,Married,Has Car,0
Self Enquiry,1,Salaried,3,3,1,2,0,54,660.0,female,4,Standard,2,Senior Manager,449175.0,Divorced,No Car,1
Self Enquiry,1,Salaried,4,3,0,4,0,30,420.0,female,5,Basic,3,Executive,351375.0,Divorced,Has Car,1
Self Enquiry,1,Small Business,4,3,0,3,0,28,600.0,female,5,Basic,3,Executive,321165.0,Married,Has Car,2
Company Invited,2,Small Business,2,3,0,1,0,41,660.0,male,2,Deluxe,3,Manager,351015.0,Single,Has Car,1
Self Enquiry,2,Small Business,2,3,0,1,0,32,960.0,male,3,Deluxe,3,Manager,350000.0,Divorced,No Car,1
Company Invited,3,Salaried,2,3,0,1,0,35,420.0,male,2,Standard,2,Senior Manager,381150.0,Single,Has Car,0
Company Invited,3,Salaried,2,4,0,2,0,57,1500.0,female,2,Standard,2,Manager,352365.0,Single,Has Car,1
Company Invited,2,Salaried,2,3,0,2,1,33,960.0,male,2,Deluxe,3,Manager,306810.0,Single,Has Car,0
Self Enquiry,2,Salaried,2,4,0,2,0,28,420.0,male,2,Standard,8,Senior Manager,372570.0,Single,No Car,0
Company Invited,2,Small Business,2,4,0,1,0,35,900.0,male,3,Deluxe,3,Manager,336840.0,Divorced,No Car,0
Company Invited,3,Small Business,2,3,0,2,1,35,900.0,female,1,Basic,5,Executive,252075.0,Single,No Car,0
Company Invited,2,Small Business,2,3,0,1,0,47,960.0,female,1,Deluxe,2,Manager,372045.0,Divorced,Has Car,0
Self Enquiry,2,Salaried,2,4,0,1,0,54,1500.0,male,1,Deluxe,3,AVP,556500.0,Married,No Car,1
Company Invited,2,Salaried,2,3,0,2,0,42,420.0,male,1,Deluxe,2,Manager,300000.0,Single,No Car,0
Company Invited,1,Small Business,3,3,0,2,0,39,1260.0,female,2,Deluxe,3,Manager,311490.0,Married,Has Car,1
Self Enquiry,1,Salaried,3,3,0,2,0,59,1020.0,male,3,Deluxe,5,AVP,500000.0,Married,Has Car,1
Self Enquiry,2,Small Business,4,3,0,1,0,30,780.0,male,2,Standard,2,Senior Manager,412515.0,Divorced,Has Car,1
Company Invited,1,Large Business,2,4,0,2,0,34,540.0,female,3,Basic,2,Executive,256965.0,Married,Has Car,0
Self Enquiry,1,Large Business,2,3,0,1,0,31,480.0,male,2,Basic,2,Executive,340000.0,Divorced,No Car,1
Company Invited,1,Small Business,2,4,0,2,1,30,780.0,male,3,Basic,5,Executive,319695.0,Single,No Car,0
Self Enquiry,1,Small Business,2,3,0,1,0,30,1800.0,female,3,Basic,5,Executive,259260.0,Divorced,Has Car,0
Company Invited,1,Salaried,2,3,0,2,0,39,480.0,male,3,Deluxe,3,Manager,301230.0,Married,No Car,1
Self Enquiry,1,Small Business,2,3,0,1,0,57,840.0,female,2,Deluxe,6,Manager,350835.0,Single,No Car,1
Company Invited,1,Salaried,2,3,0,1,0,42,840.0,male,2,Standard,2,Senior Manager,422655.0,Single,No Car,1
Self Enquiry,1,Small Business,2,3,0,1,1,38,900.0,female,1,Basic,3,Executive,261075.0,Single,No Car,0
Self Enquiry,1,Small Business,2,3,0,2,0,44,420.0,male,1,Basic,3,Executive,257550.0,Married,No Car,0
Company Invited,1,Small Business,2,3,0,1,0,33,960.0,male,3,Deluxe,12,Manager,325515.0,Divorced,No Car,1
Company Invited,1,Small Business,2,3,0,2,0,40,660.0,male,1,Basic,1,Executive,300000.0,Married,Has Car,0
Company Invited,1,Small Business,2,3,0,2,0,45,480.0,male,3,Standard,5,Senior Manager,411045.0,Single,No Car,1
Self Enquiry,1,Small Business,2,3,1,1,0,53,360.0,female,2,Standard,2,Senior Manager,481170.0,Single,Has Car,1
Self Enquiry,1,Large Business,4,3,0,4,0,30,420.0,female,5,Basic,2,Executive,316125.0,Single,Has Car,3
Company Invited,1,Salaried,3,3,0,1,0,44,1020.0,female,4,Deluxe,3,Manager,388230.0,Divorced,No Car,1
Company Invited,1,Large Business,3,3,0,2,1,52,960.0,male,3,Basic,1,Executive,369420.0,Single,No Car,1
Self Enquiry,2,Small Business,3,3,0,2,0,39,600.0,male,4,Deluxe,7,Manager,400000.0,Married,No Car,2
Self Enquiry,2,Small Business,4,3,0,2,0,53,720.0,male,4,Standard,3,Senior Manager,444585.0,Married,No Car,3
Self Enquiry,2,Small Business,3,4,0,1,0,54,600.0,male,2,Deluxe,5,Manager,413010.0,Married,Has Car,2
Self Enquiry,1,Large Business,2,4,0,3,0,32,480.0,male,4,Basic,20,Executive,258630.0,Married,Has Car,1
Self Enquiry,1,Salaried,3,3,0,2,0,36,2100.0,male,3,Deluxe,5,Manager,320430.0,Married,No Car,2
Company Invited,1,Small Business,3,3,0,2,0,57,540.0,male,4,Basic,7,Executive,331320.0,Divorced,Has Car,2
